"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Consumo de segmentación del público coincidente (Photo Click)","Clics de otro tipo","Clics en el enlace","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Impresiones del anuncio","CPM del anuncio (USD)"
1134641315369866,100064720237286,"Alcaldía de Tuluá","#Noticias | Comerciantes de la Sarmiento recibieron orientación sobre ley anti-ruido.

Durante la actividad, los comerciantes recibieron orientación sobre la normativa que regula los niveles permitidos de ruido en zonas comerciales y residenciales, al tiempo que fueron capacitados en temas relacionados con estándares de calidad, documentación legal y requisitos que deben cumplir para garantizar la sana convivencia en el municipio.

Lee la noticia completa: ⬇⬇⬇
",,0,"05/09/2025 15:27",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02cjyHPJGNbegZFB9KDESLLes714CkoMs4DT3tr9C48ujgBGJ8eSPggG8257FKZtATl,0,0,Enlaces,,,,,Total,2394,1765,49,33,8,8,40,,28,12,,,,,
1134639342036730,100064720237286,"Alcaldía de Tuluá","📚✨ Más de 500 docentes vivieron una jornada de aprendizaje y transformación en el Coliseo de Ferias Manuel Victoria Rojas.

Gracias a expertos internacionales y al apoyo de las Fundaciones Levapán, Barco, Celsia y la Universidad Emory, fortalecimos el modelo #SeeLearning que impulsamos desde 2019 con el alcalde Gustavo Vélez Román. 🧠💛

Enseñar también es abrir el corazón y formar seres humanos íntegros. 💙🌱 #ParaSerFelices",,0,"05/09/2025 15:22",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02MH2cQndMtyuLfVjDdGgZVzB6G5iEt949HXmNLwnrYqwFiUzYTWnKH16dWaf3p2y5l,0,0,Fotos,,,,,Total,6684,3975,98,75,6,17,704,519,185,,,,,,
1134626495371348,100064720237286,"Alcaldía de Tuluá","#Salud | Secretaría de Salud realiza seguimiento a calidad del agua en La Colina.

Como parte del procedimiento, se han tomado nuevas muestras de agua para su respectivo análisis, con el fin de determinar si cumple con los parámetros establecidos por la normatividad sanitaria vigente. De igual manera, se ha requerido formalmente al acueducto responsable del suministro para que entregue información detallada sobre los procesos y métodos utilizados en el tratamiento del agua.

Lee la noticia completa: ⬇⬇⬇
",,0,"05/09/2025 14:49",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02PQetJyM8yTaroYYourVHHpSKu9p6MYpxrw5pvAtk523zTYNTchsE4xPFKy4JF1r1l,0,0,Enlaces,,,,,Total,1834,1328,49,36,5,8,47,,23,24,,,,,
1134593295374668,100064720237286,"Alcaldía de Tuluá","#SEDAMA | SEDAMA participa en conversatorio sobre Gestión del Riesgo y Cambio Climático.

El evento contó con la participación de representantes del sector público y privado. Según Miguel Ángel Sarria, estudiante organizador del conversatorio, esta iniciativa surgió desde la asignatura de Gestión del Riesgo y Adaptación al Cambio Climático. “ Invitamos a entidades públicas como la Gobernación del Valle y la Alcaldía de Tuluá, y del sector privado nos acompañó la empresa Celsia. El objetivo fue generar un espacio de diálogo interdisciplinario para comprender cómo se aborda el cambio climático desde distintas perspectivas ”, explicó.

Lee la noticia completa: ⬇⬇⬇
",,0,"05/09/2025 13:29",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0AdE9vHMMhmZouK59ZjQnuSgxzFMbheuHuoAdX4Q53GA5aKSCS1F2hKVb2LVFycbMl,0,0,Enlaces,,,,,Total,975,743,22,15,0,7,3,,,3,,,,,
1134585828708748,100064720237286,"Alcaldía de Tuluá","#Hábitat | Continúa atención de emergencias viales en zona rural de Tuluá.

Actualmente, se desarrollan trabajos en dos frentes críticos: El primero cubre la vía La Coca–El Vergel–Maravelez, donde ya se han iniciado labores de remoción de material tras varios derrumbes. El segundo se ubica en el sector de Mateguadua, donde la bancada de la vía presenta grietas que amenazaban con dejar incomunicada a la comunidad. Por esta razón, ya se trasladó maquinaria pesada al sitio para mitigar el riesgo.

Lee la noticia completa: ⬇⬇⬇
",,0,"05/09/2025 13:10",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0uduzm4QGHdvhcWhBYZoM6VCJ47DMXnss3pz1nH5bpLvkkuZDyyEiU4s2gzZL1LAal,0,0,Enlaces,,,,,Total,1245,983,25,19,0,6,9,,2,7,,,,,
1134404855393512,100064720237286,"Alcaldía de Tuluá","¡Sembramos 95 árboles!✅💪🏼🌳

Realizamos una jornada de siembra en el sector 📍Arboledas del Darién con más de 90 árboles 🌳 de diferentes especies, contribuyendo al cuidado del medio ambiente 🌎 y a la creación de más zonas verdes en nuestro municipio 🌿.
#ParaSerFelices ✨","¡Sembramos 95 árboles!✅💪🏼🌳

Realizamos una jornada de siembra en el sector 📍Arboledas del Darién con más de 90 árboles 🌳 de diferentes especies, contribuyendo al cuidado del medio ambiente 🌎 y a la creación de más zonas verdes en nuestro municipio 🌿.
#ParaSerFelices ✨",31,"05/09/2025 07:05",uploaded,https://www.facebook.com/reel/1019699853146122/,1,0,Reels,,,,,Total,1034,753,51,37,6,8,7,,7,,3334.706,3.409,0,0,
1133883955445602,100064720237286,"Alcaldía de Tuluá","¡Comité Municipal del Ruido socializa con comerciantes de la Sarmiento!✅

Con la Secretaría de Gobierno y la SEDAMA, socializamos con nuestros comerciantes la Ley 2450 Antirruido 🔇🛍️
Una jornada educativa donde aprendimos a cumplir la norma ✅ y a fortalecer la cultura ciudadana 🤝 para vivir mejor, con respeto y armonía en nuestro municipio.

¡Así construimos una Tuluá con más orden y menos ruido #ParaSerFelices!💪🏼💙","¡Comité Municipal del Ruido socializa con comerciantes de la Sarmiento!✅

Con la Secretaría de Gobierno y la SEDAMA, socializamos con nuestros comerciantes la Ley 2450 Antirruido 🔇🛍️
Una jornada educativa donde aprendimos a cumplir la norma ✅ y a fortalecer la cultura ciudadana 🤝 para vivir mejor, con respeto y armonía en nuestro municipio.

¡Así construimos una Tuluá con más orden y menos ruido #ParaSerFelices!💪🏼💙",59,"05/08/2025 12:19",N/A,https://www.facebook.com/reel/1212285313814505/,1,0,Reels,,,,,Total,2397,1714,109,77,14,18,71,,71,,24817.569,11.332,0,0,
1133867358780595,100064720237286,"Alcaldía de Tuluá","Estamos en el pago de ciclo 1 de Renta Ciudadana y Devolución del IVA para los grupos SISBÉN A1 a B4, del 13 al 25 de mayo. 💰¡Acércate a las oficinas del Centro Comercial Bicentenario Plaza y verifica si eres beneficiario!✅💪🏼","Estamos en el pago de ciclo 1 de Renta Ciudadana y Devolución del IVA para los grupos SISBÉN A1 a B4, del 13 al 25 de mayo. 💰¡Acércate a las oficinas del Centro Comercial Bicentenario Plaza y verifica si eres beneficiario!✅💪🏼",41,"05/08/2025 11:41",N/A,https://www.facebook.com/reel/1231107961929743/,0,0,Reels,,,,,Total,4667,3700,130,100,4,26,166,,166,,47060.844,11.143,0,0,
1133316698835661,100064720237286,"Alcaldía de Tuluá","🚜💪 ¡Atendemos el llamado de la comunidad!Con maquinaria en la zona rural media y alta, trabajamos para remover derrumbes y garantizar vías seguras para todos.Atender a tiempo las emergencias en cada frente de trabajo es nuestro compromiso, porque en Tuluá trabajamos #ParaSerFelices. ✅✨ 🚜","🚜💪 ¡Atendemos el llamado de la comunidad!Con maquinaria en la zona rural media y alta, trabajamos para remover derrumbes y garantizar vías seguras para todos.Atender a tiempo las emergencias en cada frente de trabajo es nuestro compromiso, porque en Tuluá trabajamos #ParaSerFelices. ✅✨ 🚜",58,"05/07/2025 17:59",N/A,https://www.facebook.com/reel/665983739621790/,0,0,Reels,,,,,Total,2353,1565,125,103,7,15,99,,99,,20767.73,9.5,0,0,
1133236418843689,100064720237286,"Alcaldía de Tuluá","🌎♻️ Desde la Secretaría de Desarrollo Agropecuario y Medio Ambiente – SEDAMA, participamos del conversatorio “Gestión del Riesgo y Cambio Climático: estrategias para un futuro resiliente” organizado por la UCEVA.

Como ponentes, compartimos acciones clave para mitigar el cambio climático y construir un territorio más sostenible. #ParaSerFelices 💙✨","🌎♻️ Desde la Secretaría de Desarrollo Agropecuario y Medio Ambiente – SEDAMA, participamos del conversatorio “Gestión del Riesgo y Cambio Climático: estrategias para un futuro resiliente” organizado por la UCEVA.

Como ponentes, compartimos acciones clave para mitigar el cambio climático y construir un territorio más sostenible. #ParaSerFelices 💙✨",40,"05/07/2025 14:19",N/A,https://www.facebook.com/reel/1195816588433608/,1,0,Reels,,,,,Total,914,672,36,30,0,6,9,,9,,4350.028,5.04,0,0,
1133185658848765,100064720237286,"Alcaldía de Tuluá","#Educación | Tuluá recibe reconocimiento por programa de educación socioemocional en Los Andes.

El programa See Learning, que busca fortalecer la educación socioemocional en los colegios del municipio, fue destacado por expertos internacionales como Kimberly Schonert-Reichl y Mark Greenberg. ""Esta apuesta educativa debe enorgullecer a los tulueños"", afirmaron. 

Lee la noticia completa :⬇️⬇️⬇️
",,0,"05/07/2025 12:26",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid027mfVZ3uxhjrxdcu15fMZHKwygz6pyNP325ZssyEscYUKYt8dMzezdcxuusmQq9pUl,0,0,Enlaces,,,,,Total,9188,6431,211,166,17,28,221,,111,110,,,,,
1133165765517421,100064720237286,"Alcaldía de Tuluá","🚧♿ ¡160 metros lineales de Andenes en el Parque del Comercio!

Continuamos mejorando este sector, construyendo andenes accesibles que acompañarán el nuevo intercambiador de la carrera 30.

Seguimos transformando nuestros espacios públicos para que sean seguros, cómodos y pensados para todos los tulueños. #ParaSerFelices ✅🌿✨",,0,"05/07/2025 11:47",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02nwEZtYQCniXJMVBmwn9ux44mLu498NUKBQdzmfEPPWtLq6Jr93Zfj2XkjUjioyKKl,0,0,Fotos,,,,,Total,3535,2288,64,49,0,15,148,118,30,,,,,,
1133079582192706,100064720237286,"Alcaldía de Tuluá","#Deporte | El fútbol regresa al estadio 12 de Octubre.

Este proceso ha contado con el apoyo constante de la comunidad tulueña. Cada fin de semana se realizan jornadas de voluntariado en las que participan ciudadanos comprometidos con el deporte y el bienestar del municipio.

Lee la noticia completa: ⬇️⬇️⬇️
",,0,"05/07/2025 08:59",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0262khqnYCtY4evuox4KWkqXGJyzb8CRF27isyWHKxutADw382mW8RukJD4ezj4qqBl,0,0,Enlaces,,,,,Total,5167,3269,133,99,15,19,322,,167,155,,,,,
1133032315530766,100064720237286,"Alcaldía de Tuluá","Conoce cómo será el nuevo Intercambiador de la 40 🚧Un espacio moderno que transformará la movilidad en Tuluá 🚗✨Conectamos barrios, mejoramos tu camino y construimos futurocon la visión del alcalde Gustavo Adolfo Vélez Román.¡El cambio ya está en marcha!#ParaSerFelices 💪🏼💙","Conoce cómo será el nuevo Intercambiador de la 40 🚧Un espacio moderno que transformará la movilidad en Tuluá 🚗✨Conectamos barrios, mejoramos tu camino y construimos futurocon la visión del alcalde Gustavo Adolfo Vélez Román.¡El cambio ya está en marcha!#ParaSerFelices 💪🏼💙",69,"05/07/2025 07:35",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/3597504767060463/,0,0,Videos,,,,,Total,5322,4120,322,202,25,95,291,,290,1,68540.508,14.521,0,0,0
1132986398868691,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Inicio de pagos del ciclo 4 del programa Colombia Mayor.

Los pagos estarán disponibles en los puntos del Banco Agrario de Colombia y en las oficinas aliadas de SuperGIROS en todo el país. Se recomienda a los beneficiarios acudir con su cédula original, respetando los protocolos establecidos por cada entidad pagadora.

Lee la noticia completa:⬇️⬇️⬇️
",,0,"05/07/2025 06:20",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0ckr1v9CjTHVQ74tLnxRk7yyfBBj4tsY9VPCrgHpxgDdxxvA6mPACm9vA4dq8Vx3tl,0,0,Enlaces,,,,,Total,1019,710,17,13,0,4,6,,,6,,,,,
1132976818869649,100064720237286,"Alcaldía de Tuluá","#Infraestructura | Alcalde socializa proyecto de intercambiador vial de carrera 40.

Durante el encuentro, realizado en el Supercentro Tuluá, el mandatario dialogó con empresarios, emprendedores, comerciantes del sector, residentes, usuarios frecuentes de esta vía, y representantes de reconocidos establecimientos como el Supercentro Tuluá, Homecenter y el Parque de la Familia.

Lee la noticia completa:
",,0,"05/07/2025 06:03",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02oNa6hZVvAtrvuLgMyWefkmkJtHskaMA2ai1ncEFVwtBxo5LQYRpg1C1ADNcGRnCql,0,0,Enlaces,,,,,Total,5126,3418,228,128,13,87,60,,20,40,,,,,
1132552018912129,100064720237286,"Alcaldía de Tuluá","¡Así vivimos la socialización del Intercambiador Vial de la 40! 🛣️✨

Hablamos con la comunidad sobre este nuevo proyecto, una obra estratégica que conectará a Tuluá de norte a sur.

Atendimos preguntas y reafirmamos nuestro compromiso con una ciudad más ágil y ordenada. #ParaSerFelices ✅💪🏼","¡Así vivimos la socialización del Intercambiador Vial de la 40! 🛣️✨

Hablamos con la comunidad sobre este nuevo proyecto, una obra estratégica que conectará a Tuluá de norte a sur.

Atendimos preguntas y reafirmamos nuestro compromiso con una ciudad más ágil y ordenada. #ParaSerFelices ✅💪🏼",54,"05/06/2025 16:04",uploaded,https://www.facebook.com/reel/696169520035777/,1,0,Reels,,,,,Total,3585,1612,211,104,12,95,65,,65,,28954.308,8.892,0,0,
1132473045586693,100064720237286,"Alcaldía de Tuluá","¡Más del 80% de los estudiantes beneficiados con el Programa de Alimentación Escolar! 🥗✨

Verificamos instalaciones y garantizamos espacios seguros para nuestros niños y niñas. ✅🏫

Un programa hecho con mano de obra 100% tulueña 👩‍🍳👨‍🍳 #ParaSerFelices","¡Más del 80% de los estudiantes beneficiados con el Programa de Alimentación Escolar! 🥗✨

Verificamos instalaciones y garantizamos espacios seguros para nuestros niños y niñas. ✅🏫

Un programa hecho con mano de obra 100% tulueña 👩‍🍳👨‍🍳 #ParaSerFelices",37,"05/06/2025 12:56",uploaded,https://www.facebook.com/reel/989571846579773/,1,0,Reels,,,,,Total,1441,993,76,59,4,13,43,,43,,11025.782,8.514,0,0,
1132271238940207,100064720237286,"Alcaldía de Tuluá","¡Socializamos el nuevo Intercambiador Vial de la carrera 40! 🚧🛣️

El alcalde @gustavovelezr, les presentó a los tulueños una obra que mejorará la movilidad en un punto clave de nuestro municipio, conectando barrios, comercio e instituciones con el Centro del Valle. 🌆🤝

Escuchamos a la comunidad y resolvimos dudas juntos de acuerdo a esta Obra #ParaSerFelices 💙✅",,0,"05/06/2025 07:07",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0341a4d6osKJ9WRXNsTduf2gnx3XekAqgZZnMTFVZtq4RZEand2MMM214G9Zv8jnnol,0,0,Fotos,,,,,Total,8328,4523,209,160,13,36,974,593,381,,,,,,
1132244688942862,100064720237286,"Alcaldía de Tuluá","¡Llegó el Festival de la Marimba! ✅🥳

El gran festival del Pacífico está aquí con todo el sabor, el ritmo y la alegría que nos caracteriza
Este sábado 10 de mayo 🗓️ desde las 9:00 a.m. ⏰ en el Coliseo de Pesas Aymer Orozco Baeza 🏟️

Gastronomía 🍲, cultura 🎶, y toda la oferta institucional 🏛️ que tenemos para ti desde la Administración Municipal

¡No te lo pierdas! ❗
Ven y vive con nosotros estos espacios #ParaSerFelices ✨✅💪🏼",,0,"05/06/2025 06:31",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02eM21XyJMZwkec5kDLsqhT2cMGYeCt9oR5yHJ6aMTmd2CFwEfY7VfTK6NQkyCLcoRl,0,0,Fotos,,,,,Total,2674,1865,56,38,0,18,33,17,16,,,,,,
1131772435656754,100064720237286,"Alcaldía de Tuluá","#Educación | Secretaría de Educación verifica PAE y atiende necesidades escolares.

Durante el recorrido por las Instituciones Educativas Gilibert, La Moderna y Pumarejo, el secretario de Educación, Robert Posada, dialogó con docentes, coordinadores y rectores, con quienes se establecieron compromisos concretos para mejorar el entorno escolar. 

Lee la noticia completa: ⬇⬇⬇
",,0,"05/05/2025 15:24",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02ocDtz8Ur4DWE6mjWNbgzDxSd5XbSt6mjB6WN1687qCSfYbSTCbEf9eiPsnjBsWKWl,0,0,Enlaces,,,,,Total,4720,2921,139,114,6,19,107,,37,70,,,,,
1130839235750074,100064720237286,"Alcaldía de Tuluá","🎙️ ElPodcastdeVélez | Episodio 14. Renovando espacios de Salud #ParaSerFelices

En este episodio, el alcalde Gustavo Vélez le entrega a la comunidad el remodelado puesto de salud del barrio Nuevo Farfán. Un espacio del hospital Rubén Cruz Vélez donde los tulueños podrán acceder GRATIS a servicios de medicina general, odontología y acompañamiento psicosocial. Además, comparte los próximos proyectos de infraestructura que fortalecerán a Tuluá.","🎙️ ElPodcastdeVélez | Episodio 14. Renovando espacios de Salud #ParaSerFelices

En este episodio, el alcalde Gustavo Vélez le entrega a la comunidad el remodelado puesto de salud del barrio Nuevo Farfán. Un espacio del hospital Rubén Cruz Vélez donde los tulueños podrán acceder GRATIS a servicios de medicina general, odontología y acompañamiento psicosocial. Además, comparte los próximos proyectos de infraestructura que fortalecerán a Tuluá.",646,"05/04/2025 10:45",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/2457485951277058/,1,0,Videos,,,,,Total,3729,2118,149,103,17,29,36,,36,,38176.057,11.624,0,0,0
1130207329146598,100064720237286,"Alcaldía de Tuluá","#ResumenSemanal | Conoce aquí las noticias más destacadas de la semana ➡️➡️ 45 segundos #ParaSerFelices ✅✌🏽","#ResumenSemanal | Conoce aquí las noticias más destacadas de la semana ➡️➡️ 45 segundos #ParaSerFelices ✅✌🏽",54,"05/03/2025 16:15",uploaded,https://www.facebook.com/reel/732633022573096/,1,0,Reels,,,,,Total,2611,1168,123,93,9,21,24,,23,1,22312.402,9.258,0,0,
1129974399169891,100064720237286,"Alcaldía de Tuluá","¡El trabajo no se detiene!💪🏼Hoy estamos con el IMDER 🏃‍♂️, el apoyo de los tulueños 💙 y el Club Semilla Tuluá 🌱, ¡continuando con el embellecimiento del Estadio Doce de Octubre! 🏟️Pintamos las graderías de la zona occidental 🎨 y cada vez se ve más bonito.Le apostamos al deporte, la recreación y al amor por nuestra ciudad ⚽️ Con obras #ParaSerFelices ✨✅","¡El trabajo no se detiene!💪🏼Hoy estamos con el IMDER 🏃‍♂️, el apoyo de los tulueños 💙 y el Club Semilla Tuluá 🌱, ¡continuando con el embellecimiento del Estadio Doce de Octubre! 🏟️Pintamos las graderías de la zona occidental 🎨 y cada vez se ve más bonito.Le apostamos al deporte, la recreación y al amor por nuestra ciudad ⚽️ Con obras #ParaSerFelices ✨✅",41,"05/03/2025 08:28",N/A,https://www.facebook.com/reel/3030673323753079/,0,0,Reels,,,,,Total,12180,7397,661,548,38,75,448,,448,,113864.061,10.399,0,0,
